"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.449410226E2,-3.033226728E-2,-5.951966047E-1,7.381629944E-2,6.005230144E-1
1.449489267E2,-2.078944445E-2,-5.258836746E-1,1.173839569E-1,5.392261433E-1
1.449568613E2,-4.201582074E-2,-4.758296013E-1,1.808938980E-1,5.107854158E-1
1.449647653E2,-3.218185902E-2,-4.034780264E-1,2.258796692E-1,4.635211050E-1
1.449726999E2,-2.719855309E-2,-2.608290911E-1,2.816267014E-1,3.848183662E-1
1.449806039E2,-3.957268596E-2,-1.970682144E-1,3.069725037E-1,3.669250559E-1
1.449885690E2,-2.503991127E-2,-1.304681301E-1,3.405599594E-1,3.655543955E-1
1.449965036E2,-1.541736722E-2,-4.833388329E-2,3.769483566E-1,3.803471086E-1
1.450044077E2,-2.369987965E-2,-1.486182213E-3,4.119043350E-1,4.125882624E-1
1.450123727E2,-3.520891070E-2,3.329122066E-2,4.514064789E-1,4.539997598E-1
1.450202463E2,-3.036046028E-2,6.100904942E-2,4.430284500E-1,4.482388528E-1
1.450281198E2,-3.051435947E-2,8.143401146E-2,4.971609116E-1,5.047094177E-1
1.450360849E2,-3.303891420E-2,9.229230881E-2,5.380334854E-1,5.468907309E-1
1.450439890E2,-4.246288538E-2,8.949053288E-2,5.570755005E-1,5.658133662E-1
1.450519235E2,-2.349722385E-2,8.516764641E-2,5.614652634E-1,5.683738994E-1
1.450597971E2,-3.075259924E-2,9.295272827E-2,6.113862991E-1,6.191761775E-1
1.450677621E2,-5.151584744E-2,1.567292213E-1,6.402082443E-1,6.611236854E-1
1.450756967E2,-3.160646558E-2,2.140796185E-1,6.764602661E-1,7.102306269E-1
1.450835703E2,-4.292708635E-2,2.883388996E-1,7.103986740E-1,7.678856242E-1
1.450915353E2,-3.281742334E-2,3.623979092E-1,7.466850281E-1,8.306309403E-1
1.450994394E2,-8.365511894E-3,4.142389297E-1,7.497930527E-1,8.566524935E-1
1.451073129E2,-2.771657705E-2,4.560794830E-1,7.684898376E-1,8.940656207E-1
1.451152475E2,-2.081722021E-2,5.115156174E-1,7.507858276E-1,9.087138947E-1
1.451230905E2,-1.094180346E-2,5.626053810E-1,7.872343063E-1,9.676685336E-1
1.451310251E2,-1.331210136E-2,6.371626854E-1,7.874469757E-1,1.013028252E0
1.451388986E2,-1.797831059E-2,6.887166500E-1,7.828798294E-1,1.042858893E0
1.451468637E2,-1.153469086E-3,7.516467571E-1,7.994318008E-1,1.097299131E0
1.451547983E2,-6.136417389E-3,8.135087490E-1,7.896680832E-1,1.133759155E0
1.451626718E2,7.930397987E-4,8.572518826E-1,7.839717865E-1,1.161676883E0
1.451706064E2,7.566869259E-3,9.005265236E-1,7.992820740E-1,1.204100125E0
1.451784799E2,1.891213655E-2,9.557023048E-1,8.093328476E-1,1.252495199E0
1.451863535E2,1.802664995E-2,1.005327225E0,8.330335617E-1,1.305738375E0
1.451943185E2,1.229423285E-2,1.043057442E0,8.394784927E-1,1.338971290E0
1.452021921E2,1.824063063E-2,1.072760105E0,8.355302811E-1,1.359874191E0
1.452101877E2,3.596818447E-2,1.082579851E0,8.451337814E-1,1.373871884E0
1.452180612E2,3.929769993E-2,1.128791809E0,8.231420517E-1,1.397597258E0
1.452260263E2,4.456275702E-2,1.165722847E0,8.213891983E-1,1.426736069E0
1.452339609E2,4.969757795E-2,1.190640211E0,8.045797348E-1,1.437860394E0
1.452418344E2,5.934017897E-2,1.212327242E0,8.107433319E-1,1.459644939E0
1.452497690E2,5.433368683E-2,1.227134466E0,7.628507614E-1,1.445943440E0
1.452576425E2,6.826651096E-2,1.258241415E0,7.404050827E-1,1.461516836E0
1.452654855E2,5.227333307E-2,1.286349535E0,7.087306976E-1,1.469600908E0
1.452734506E2,5.992519855E-2,1.332746029E0,7.288017273E-1,1.520182543E0
1.452813547E2,6.021499634E-2,1.357186794E0,7.265195847E-1,1.540588377E0
1.452893198E2,6.974661350E-2,1.402626038E0,7.137680054E-1,1.575337791E0
1.452971933E2,7.678246498E-2,1.420713425E0,7.095336914E-1,1.589893154E0
1.453051584E2,5.719274282E-2,1.442527294E0,7.305183411E-1,1.617965714E0
1.453130930E2,7.329320908E-2,1.450277805E0,7.149152756E-1,1.618573896E0
1.453209665E2,6.746548414E-2,1.487401724E0,7.194652557E-1,1.653646194E0
1.453289316E2,8.282995224E-2,1.502142787E0,7.396726608E-1,1.676427570E0
1.453368051E2,8.844894171E-2,1.500003338E0,7.231092453E-1,1.667549163E0
1.453447092E2,7.926106453E-2,1.517947078E0,7.363271713E-1,1.688971092E0
1.453526437E2,7.949787378E-2,1.501781464E0,7.221803665E-1,1.668296124E0
1.453605478E2,7.473683357E-2,1.509281278E0,7.238674164E-1,1.675559490E0
1.453685129E2,6.966245174E-2,1.505777001E0,7.194414139E-1,1.670273386E0
1.453764169E2,8.823901415E-2,1.489909649E0,7.044763565E-1,1.650425346E0
1.453843515E2,7.775568962E-2,1.472535133E0,6.857843399E-1,1.626255154E0
1.453923166E2,8.143478632E-2,1.461866140E0,6.589498520E-1,1.605583739E0
1.454002206E2,7.055288553E-2,1.450904965E0,6.455974579E-1,1.589622284E0
1.454081552E2,9.513008595E-2,1.431656480E0,6.430654526E-1,1.572330495E0
1.454160287E2,6.430411339E-2,1.404864907E0,6.588163376E-1,1.553003346E0
1.454239023E2,6.922060251E-2,1.378172994E0,6.355724335E-1,1.519244750E0
1.454318369E2,5.702668428E-2,1.323845625E0,6.566925049E-1,1.478872654E0
1.454397104E2,4.957884550E-2,1.288802862E0,6.724109650E-1,1.454512766E0
1.454476755E2,4.914045334E-2,1.258259058E0,6.778249741E-1,1.430062004E0
1.454555490E2,5.065292120E-2,1.207762241E0,6.799774170E-1,1.386947958E0
1.454635141E2,3.284674883E-2,1.178948402E0,6.840019226E-1,1.363399015E0
1.454714487E2,4.360932112E-2,1.116423130E0,6.850414276E-1,1.310566342E0
1.454792917E2,3.253674507E-2,1.077686310E0,7.238416672E-1,1.298619722E0
1.454872568E2,4.292917252E-2,1.001164675E0,7.216405869E-1,1.234884106E0
1.454951608E2,1.729625463E-2,9.773025513E-1,7.357769012E-1,1.223432501E0
1.455030344E2,2.019459009E-2,8.934011459E-1,6.896238327E-1,1.128784505E0
1.455109689E2,1.811534166E-2,8.317425251E-1,6.768379211E-1,1.072489331E0
1.455188730E2,2.064210176E-2,7.728705406E-1,6.614570618E-1,1.017487304E0
1.455268076E2,1.815068722E-2,7.303345203E-1,6.504907608E-1,9.781902621E-1
1.455346811E2,-3.589093685E-3,6.477882862E-1,6.442785263E-1,9.136396252E-1
1.455426462E2,-6.209671497E-3,5.829296112E-1,6.668567657E-1,8.857445668E-1
1.455505808E2,-4.228711128E-3,5.220251083E-1,6.412153244E-1,8.268525794E-1
1.455584543E2,-1.427704096E-2,4.461910725E-1,6.254997253E-1,7.684661433E-1
1.455663889E2,-1.263362169E-2,3.946776390E-1,6.337518692E-1,7.467070904E-1
1.455742929E2,-3.018945456E-2,3.175415993E-1,6.469459534E-1,7.213065486E-1
1.455821970E2,-5.264633894E-2,2.345645428E-1,6.700325012E-1,7.118537170E-1
1.455901010E2,-4.195177555E-2,1.021611691E-1,6.496582031E-1,6.589784798E-1
1.455980051E2,-3.688824177E-2,8.149385452E-3,6.498622894E-1,6.509594074E-1
1.456059396E2,-5.634358525E-2,-6.554460526E-2,6.383562088E-1,6.441811424E-1
1.456138132E2,-5.216786265E-2,-1.359782219E-1,6.323909760E-1,6.489452282E-1
1.456217783E2,-4.186567664E-2,-2.167299986E-1,6.353082657E-1,6.725631715E-1
1.456297128E2,-5.398589373E-2,-2.555896044E-1,6.093282700E-1,6.629641492E-1
1.456376169E2,-5.516698956E-2,-3.171358109E-1,5.908813477E-1,6.728739007E-1
1.456455515E2,-5.048257113E-2,-3.216116428E-1,5.459766388E-1,6.356673886E-1
1.456534555E2,-2.689379454E-2,-3.305876255E-1,5.312957764E-1,6.263279144E-1
1.456613290E2,-4.373165965E-2,-3.551393747E-1,4.987030029E-1,6.137924068E-1
1.456692941E2,-2.508085966E-2,-3.478927612E-1,5.051851273E-1,6.138977404E-1
1.456771677E2,-2.601835132E-2,-3.326034546E-1,4.782514572E-1,5.831178860E-1
1.456851022E2,-4.124453664E-2,-4.177019596E-1,4.630632401E-1,6.249828823E-1
1.456929758E2,-3.007537127E-2,-4.850398302E-1,4.461755753E-1,6.597278293E-1
1.457009409E2,-3.079637885E-2,-5.452278852E-1,4.085741043E-1,6.820224795E-1
1.457088754E2,-5.282524228E-2,-6.159933805E-1,3.884105682E-1,7.301377409E-1
1.457167490E2,-6.737500429E-2,-6.554108858E-1,3.809976578E-1,7.610926591E-1
1.457247141E2,-5.441740155E-2,-7.128824592E-1,3.497800827E-1,7.959326356E-1
1.457326181E2,-5.338671803E-2,-7.575935721E-1,3.142995834E-1,8.219381913E-1
1.457405222E2,-3.419250250E-2,-7.871674299E-1,2.822885513E-1,8.369519199E-1
1.457484567E2,-4.827168584E-2,-8.495073915E-1,2.509069443E-1,8.871004782E-1
1.457563303E2,-4.782485962E-2,-8.875304461E-1,1.961278915E-1,9.101997911E-1
1.457642648E2,-3.998354077E-2,-9.140487313E-1,1.443576813E-1,9.262412790E-1
1.457721689E2,-4.875662923E-2,-9.401341677E-1,1.265497208E-1,9.498654083E-1
1.457801340E2,-2.636805177E-2,-9.738669991E-1,4.459571838E-2,9.752440640E-1
1.457880685E2,-4.451432824E-2,-9.998210073E-1,-1.544570923E-2,1.000930638E0
1.457959421E2,-4.065489769E-2,-1.021197319E0,-6.547546387E-2,1.024101470E0
1.458039072E2,-3.418999910E-2,-1.031877875E0,-6.956577301E-2,1.034785148E0
1.458117807E2,-4.212033749E-2,-1.055013657E0,-9.502410889E-2,1.060121465E0
1.458196542E2,-2.103650570E-2,-1.072405815E0,-1.081418991E-1,1.078049831E0
1.458275888E2,-2.607762814E-2,-1.074002266E0,-1.545419693E-1,1.085377414E0
1.458354623E2,-2.385172248E-2,-1.060002804E0,-1.721220016E-1,1.074151215E0
1.458433969E2,-2.867254615E-2,-1.081931710E0,-1.775913239E-1,1.096784855E0
1.458512704E2,-3.092858195E-2,-1.089396954E0,-2.189474106E-1,1.111611564E0
1.458592355E2,-4.545688629E-3,-1.075940251E0,-2.482414246E-1,1.104215510E0
1.458671701E2,-3.779459000E-2,-1.075763106E0,-3.133802414E-1,1.121116349E0
1.458750436E2,1.738786697E-3,-1.098120809E0,-3.318948746E-1,1.147182000E0
1.458829782E2,-3.960132599E-3,-1.141746998E0,-3.884525299E-1,1.206025397E0
1.458908823E2,-1.645526290E-2,-1.153495550E0,-4.232101440E-1,1.228791921E0
1.458987558E2,2.345591784E-3,-1.196386337E0,-4.410209656E-1,1.275086374E0
1.459066904E2,-1.707392931E-2,-1.214902639E0,-4.897794724E-1,1.310024379E0
1.459145334E2,-1.713433862E-2,-1.220850229E0,-5.240135193E-1,1.328668144E0
1.459224680E2,-2.173653245E-2,-1.231308341E0,-5.605134964E-1,1.353058789E0
1.459303110E2,-4.703521729E-3,-1.232402921E0,-5.945205688E-1,1.368317868E0
1.459382761E2,-2.310490608E-2,-1.224939108E0,-6.331911087E-1,1.379108638E0
1.459462106E2,-1.013910770E-2,-1.248671889E0,-6.023559570E-1,1.386404338E0
1.459540842E2,-6.567925215E-3,-1.268379927E0,-5.834045410E-1,1.396134533E0
1.459620187E2,-9.997099638E-3,-1.275655866E0,-5.715789795E-1,1.397891398E0
1.459698923E2,-1.096099615E-2,-1.296882629E0,-5.429468155E-1,1.405992867E0
1.459777963E2,-1.844727993E-2,-1.287778735E0,-5.262041092E-1,1.391260269E0
1.459857614E2,-1.856881380E-2,-1.287784457E0,-5.405416489E-1,1.396752979E0
1.459936655E2,-1.606851816E-2,-1.280044317E0,-5.691919327E-1,1.400982194E0
1.460016306E2,-8.461385965E-3,-1.263984442E0,-5.762262344E-1,1.389159795E0
1.460095346E2,-5.465745926E-3,-1.254510641E0,-5.879840851E-1,1.385479017E0
1.460174997E2,-1.431009173E-2,-1.256382823E0,-5.805158615E-1,1.384088596E0
1.460254343E2,-1.076194644E-2,-1.223245859E0,-5.801143646E-1,1.353875521E0
1.460333078E2,-6.909519434E-3,-1.208860874E0,-5.915737152E-1,1.345864709E0
1.460412424E2,6.780087948E-3,-1.182264805E0,-5.622091293E-1,1.309150543E0
1.460491159E2,-1.037049294E-2,-1.156283021E0,-5.374488831E-1,1.275127160E0
1.460569589E2,-2.017259598E-2,-1.144673586E0,-5.077371597E-1,1.252390345E0
1.460649545E2,-8.337706327E-3,-1.122909307E0,-4.945840836E-1,1.227032292E0
1.460728281E2,-3.217753768E-2,-1.102296948E0,-4.668006897E-1,1.197496071E0
1.460807932E2,-3.654956818E-2,-1.062358379E0,-4.124174118E-1,1.140188282E0
1.460886972E2,-2.401050925E-2,-1.028971910E0,-3.649063110E-1,1.092023953E0
1.460966318E2,-3.030079603E-2,-9.970260859E-1,-3.265991211E-1,1.049593321E0
1.461045969E2,-2.927717566E-2,-9.618877769E-1,-2.519731522E-1,9.947742044E-1
1.461125009E2,-3.289282322E-2,-9.215939045E-1,-2.104377747E-1,9.458865258E-1
1.461204660E2,-2.673521638E-2,-8.672388792E-1,-1.708650589E-1,8.843149404E-1
1.461283701E2,-3.698503971E-2,-8.198949695E-1,-1.475458145E-1,8.338857365E-1
1.461362741E2,-1.603668928E-2,-7.914527059E-1,-1.356506348E-1,8.031535692E-1
1.461442087E2,-2.834025025E-2,-7.227823138E-1,-1.088447571E-1,7.314811167E-1
1.461521127E2,-2.141308784E-2,-6.710369587E-1,-8.622932434E-2,6.768933569E-1
1.461600473E2,-3.121894598E-2,-6.028975248E-1,-3.665256500E-2,6.048168802E-1
1.461679208E2,-2.640676498E-2,-5.635097027E-1,-5.516052246E-3,5.641550577E-1
1.461758554E2,-3.356257081E-2,-4.950486422E-1,5.247974396E-2,4.989526308E-1
1.461837900E2,-2.615648508E-2,-4.427151680E-1,9.457874298E-2,4.534600537E-1
1.461916635E2,-1.629757881E-2,-3.685134649E-1,1.228933334E-1,3.888065796E-1
1.461995981E2,-1.476952434E-2,-2.529033422E-1,1.768655777E-1,3.089654867E-1
1.462075021E2,-4.117622972E-2,-1.861760616E-1,2.187623978E-1,2.901964757E-1
1.462154062E2,-1.710182428E-2,-1.181559563E-1,2.929210663E-1,3.163163819E-1
1.462233408E2,-2.176412940E-2,-3.944873810E-2,3.411302567E-1,3.440926216E-1
1.462312143E2,-3.682568669E-2,-2.492189407E-3,4.047908783E-1,4.064701679E-1
1.462391489E2,-2.432656288E-2,4.653656483E-2,4.654026031E-1,4.683556518E-1
1.462470224E2,-2.672404051E-2,5.031931400E-2,4.829187393E-1,4.862681529E-1
1.462549570E2,-4.332774878E-2,7.853257656E-2,5.127859116E-1,5.205708890E-1
1.462628915E2,-4.514467716E-2,7.366192341E-2,5.442991257E-1,5.511131091E-1
1.462707346E2,-3.737488389E-2,8.099997044E-2,5.347328186E-1,5.421227393E-1
1.462786691E2,-2.513226867E-2,7.430469990E-2,5.415372849E-1,5.471886788E-1
1.462865732E2,-4.838064313E-2,9.787142277E-2,5.506067276E-1,5.613263494E-1
1.462944467E2,-4.283675551E-2,1.639016867E-1,5.721797943E-1,5.967314870E-1
1.463023813E2,-3.741770983E-2,2.285524607E-1,5.887689590E-1,6.326809618E-1
1.463102853E2,-3.908541799E-2,2.917850018E-1,6.295328140E-1,6.949659856E-1
1.463182199E2,-2.180618048E-2,3.602294922E-1,6.392383575E-1,7.340752511E-1
1.463260934E2,-3.083896637E-2,4.340019226E-1,6.753435135E-1,8.033663995E-1
1.463340585E2,-2.323079109E-2,4.717772007E-1,7.017450333E-1,8.459074940E-1
1.463419931E2,-1.163846254E-2,5.193674564E-1,7.120466232E-1,8.814127309E-1
1.463498972E2,-1.376456022E-2,5.705637932E-1,7.407407761E-1,9.351092998E-1
1.463578317E2,-1.371824741E-2,6.364831924E-1,7.716884613E-1,1.000400983E0
1.463657053E2,-1.124739647E-2,6.790664196E-1,7.570495605E-1,1.017045595E0
1.463735788E2,-8.926570415E-3,7.237176895E-1,7.923040390E-1,1.073122858E0
1.463815439E2,-9.041011333E-3,7.928245068E-1,7.938385010E-1,1.121976829E0
1.463894174E2,1.226514578E-2,8.377676010E-1,8.116970062E-1,1.166557764E0
1.463973520E2,-7.290601730E-3,8.822970390E-1,8.122625351E-1,1.199279635E0
1.464052255E2,1.376044750E-2,9.319984913E-1,8.029041290E-1,1.230229888E0
1.464130991E2,1.775193214E-2,9.637415409E-1,7.807331085E-1,1.240426167E0
1.464210336E2,1.443076134E-2,1.023948431E0,7.747135162E-1,1.284079308E0
1.464289072E2,3.489047289E-2,1.048152924E0,7.513437271E-1,1.290100497E0
1.464368417E2,3.826159239E-2,1.098868370E0,7.434663773E-1,1.327297216E0
1.464447458E2,2.474731207E-2,1.123274565E0,7.349643707E-1,1.342583630E0
1.464526193E2,4.200685024E-2,1.161115408E0,7.326946259E-1,1.373606560E0
1.464605844E2,3.742551804E-2,1.185103178E0,7.291574478E-1,1.391955745E0
1.464684579E2,4.232680798E-2,1.199268341E0,7.368116379E-1,1.408164586E0
1.464763620E2,3.742891550E-2,1.207499504E0,7.242317200E-1,1.408533834E0
1.464842661E2,5.366194248E-2,1.214810133E0,7.273702621E-1,1.416937106E0
1.464922617E2,3.290921450E-2,1.261562586E0,7.360954285E-1,1.460979005E0
1.465001657E2,5.026590824E-2,1.280008554E0,7.347469330E-1,1.476753743E0
1.465080698E2,5.779492855E-2,1.340251684E0,7.371034622E-1,1.530665327E0
1.465159738E2,4.600197077E-2,1.361504793E0,7.265758514E-1,1.543931330E0
1.465238474E2,6.513386965E-2,1.396864176E0,7.463674545E-1,1.585098206E0
1.465317209E2,6.238013506E-2,1.414078236E0,7.146701813E-1,1.585642458E0
1.465396555E2,7.859772444E-2,1.416555405E0,7.275743484E-1,1.594418781E0
1.465475290E2,7.531899214E-2,1.439099789E0,7.080669403E-1,1.605627586E0
1.465555246E2,7.408249378E-2,1.458632946E0,6.755723953E-1,1.609191209E0
1.465633981E2,6.304442883E-2,1.480479121E0,6.518163681E-1,1.618844528E0
1.465713022E2,7.325994968E-2,1.476688504E0,6.362438202E-1,1.609590680E0
1.465792368E2,7.604050636E-2,1.474738836E0,6.268424988E-1,1.604234494E0
1.465871408E2,8.818626404E-2,1.484250188E0,6.403894424E-1,1.618911386E0
1.465950754E2,8.064556122E-2,1.480324864E0,6.238708496E-1,1.608440315E0
1.466029489E2,8.239483833E-2,1.454430819E0,6.303348541E-1,1.587286976E0
1.466108530E2,7.434540987E-2,1.449745774E0,6.694002151E-1,1.598557693E0
1.466188181E2,7.784414291E-2,1.419769526E0,6.760845184E-1,1.574450854E0
1.466267221E2,6.919300556E-2,1.418233037E0,6.771135330E-1,1.573103733E0
1.466346567E2,7.721710205E-2,1.390173435E0,7.012720108E-1,1.558950639E0
1.466425607E2,6.568145752E-2,1.368114114E0,6.764116287E-1,1.527606943E0
1.466504953E2,7.082056999E-2,1.326894760E0,6.771802902E-1,1.491388079E0
1.466584604E2,6.841641665E-2,1.299739122E0,6.675786972E-1,1.462759006E0
1.466663644E2,5.385810137E-2,1.264775276E0,6.762733459E-1,1.435236159E0
1.466743295E2,6.779158115E-2,1.232069016E0,6.627454758E-1,1.400650321E0
1.466822336E2,5.985069275E-2,1.194466591E0,6.366081238E-1,1.354844067E0
1.466901376E2,5.880475044E-2,1.141670942E0,6.264085770E-1,1.303556000E0
1.466980722E2,5.279606581E-2,1.096238852E0,6.181325912E-1,1.259609044E0
1.467059457E2,3.216505051E-2,1.054977894E0,6.211528778E-1,1.224681120E0
1.467138803E2,3.538900614E-2,9.998171329E-1,6.166830063E-1,1.175238108E0
1.467217538E2,2.172374725E-2,9.591131210E-1,6.477413177E-1,1.157557219E0
1.467296274E2,3.175902367E-2,8.752701283E-1,6.377096176E-1,1.083411274E0
1.467375925E2,1.302248240E-2,8.202979565E-1,6.609106064E-1,1.053499479E0
1.467454965E2,3.618597984E-3,6.971232891E-1,6.612806320E-1,9.608777491E-1
1.467534311E2,8.406996727E-3,6.875464916E-1,6.804342270E-1,9.673580480E-1
1.467613351E2,3.280520439E-3,6.217184067E-1,6.720361710E-1,9.155201549E-1
1.467692392E2,-4.198253155E-3,5.592823029E-1,6.732997894E-1,8.752981927E-1
1.467771738E2,-1.409423351E-2,4.899053574E-1,6.721038818E-1,8.318230188E-1
1.467850473E2,-2.643722296E-2,4.000005722E-1,6.662712097E-1,7.775710318E-1
1.467929819E2,-1.267486811E-2,3.402481079E-1,6.415414810E-1,7.262953250E-1
1.468008859E2,-2.046513557E-2,2.851741314E-1,6.455097198E-1,7.059928508E-1
1.468088510E2,-4.039084911E-2,2.003598213E-1,6.114854813E-1,6.447402364E-1
1.468167856E2,-3.960514069E-2,1.058398485E-1,6.147775650E-1,6.250776713E-1
1.468246591E2,-3.224813938E-2,5.190372467E-4,5.821981430E-1,5.830908073E-1
1.468325937E2,-3.742766380E-2,-6.934165955E-2,5.638942719E-1,5.693732041E-1
1.468404977E2,-3.785961866E-2,-1.409915686E-1,5.774116516E-1,5.955805475E-1
1.468483713E2,-4.653382301E-2,-2.166796923E-1,5.473480225E-1,5.905127801E-1
1.468563058E2,-3.015851974E-2,-2.592382431E-1,5.486631393E-1,6.075732412E-1
1.468641794E2,-3.192377090E-2,-2.901300192E-1,5.667667389E-1,6.375100717E-1
1.468721140E2,-4.495754838E-2,-3.291776180E-1,5.654621124E-1,6.558402900E-1
1.468800180E2,-3.393828869E-2,-3.405158520E-1,5.678558350E-1,6.629955522E-1
1.468878915E2,-4.439979792E-2,-3.594392538E-1,5.544929504E-1,6.622917418E-1
1.468958261E2,-4.482516646E-2,-3.618209362E-1,5.418157578E-1,6.530604878E-1
1.469036996E2,-3.354555368E-2,-3.460867405E-1,5.149564743E-1,6.213545739E-1
1.469116342E2,-4.137068987E-2,-4.073585272E-1,4.781713486E-1,6.295239012E-1
1.469195383E2,-5.631464720E-2,-4.766787291E-1,4.373626709E-1,6.493689676E-1
1.469274423E2,-3.771936893E-2,-5.437337160E-1,4.237051010E-1,6.903586875E-1
1.469353769E2,-5.970150232E-2,-6.086338758E-1,3.892564774E-1,7.249276304E-1
1.469432504E2,-4.561802745E-2,-6.783907413E-1,3.268060684E-1,7.543853185E-1
1.469511850E2,-3.130134940E-2,-7.093352675E-1,2.986164093E-1,7.702649260E-1
1.469590280E2,-4.198554158E-2,-7.542410493E-1,2.633953094E-1,8.000121469E-1
1.469669931E2,-4.417452216E-2,-7.966113091E-1,2.243881226E-1,8.287888728E-1
1.469749277E2,-5.102971196E-2,-8.200102448E-1,1.811189651E-1,8.413233104E-1
1.469828012E2,-4.816910625E-2,-8.730790615E-1,1.743812561E-1,8.916255565E-1
1.469907358E2,-3.803643584E-2,-9.128925800E-1,1.633996964E-1,9.281805287E-1
1.469986093E2,-5.170664191E-2,-9.596011639E-1,1.169271469E-1,9.680805381E-1
1.470065134E2,-5.316004157E-2,-9.949866533E-1,1.020650864E-1,1.001619545E0
1.470144785E2,-4.477539659E-2,-9.983532429E-1,7.082462311E-2,1.001863344E0
1.470223825E2,-2.433216572E-2,-1.026963949E0,2.556800842E-2,1.027570304E0
1.470303171E2,-4.186356068E-2,-1.048172712E0,-2.406978607E-2,1.049284493E0
1.470381906E2,-4.008674622E-2,-1.059603453E0,-5.911636353E-2,1.062008083E0
1.470461557E2,-2.850466967E-2,-1.079744577E0,-1.009798050E-1,1.084830765E0
1.470540903E2,-4.547435045E-2,-1.077324629E0,-1.498088837E-1,1.088640884E0
1.470619333E2,-4.069685936E-2,-1.077263236E0,-1.697549820E-1,1.091315293E0
1.470698373E2,-3.325155377E-2,-1.068591237E0,-2.326974869E-1,1.094139396E0
1.470777414E2,-3.074893355E-2,-1.080829620E0,-2.692632675E-1,1.114289402E0
1.470856454E2,-2.103939652E-2,-1.075399160E0,-3.177433014E-1,1.121555534E0
1.470935800E2,-2.331238985E-2,-1.083205462E0,-3.302507401E-1,1.132670778E0
1.471014536E2,8.457005024E-4,-1.075452685E0,-3.570556641E-1,1.133176041E0
1.471093881E2,-2.160400152E-2,-1.112013817E0,-3.921737671E-1,1.179339529E0
1.471172922E2,-1.529440284E-2,-1.120297194E0,-3.959608078E-1,1.188311694E0
1.471252573E2,-2.292928100E-2,-1.168019891E0,-4.042797089E-1,1.236219358E0
1.471331918E2,5.871951580E-4,-1.175343513E0,-4.459600449E-1,1.257105040E0
1.471410654E2,-9.124010801E-3,-1.207679987E0,-4.491395950E-1,1.288526513E0
1.471489999E2,-1.856696606E-2,-1.199093580E0,-4.713354111E-1,1.288536851E0
1.471569040E2,-3.497010469E-2,-1.226239920E0,-4.958086014E-1,1.323145275E0
1.471647775E2,-2.480754256E-2,-1.230371714E0,-5.081853867E-1,1.331421179E0
1.471727121E2,-1.441636682E-2,-1.250832915E0,-5.156841278E-1,1.353041364E0
1.471805856E2,-1.334935427E-3,-1.254239678E0,-5.207128525E-1,1.358035650E0
1.471885507E2,-1.187929511E-2,-1.251161814E0,-5.328330994E-1,1.359947835E0
1.471964548E2,1.124820113E-2,-1.252950907E0,-5.664520264E-1,1.375092868E0
1.472043893E2,-1.069572568E-2,-1.259134889E0,-5.712785721E-1,1.382712650E0
1.472123544E2,-1.101508737E-2,-1.242420197E0,-5.999813080E-1,1.379748835E0
1.472202585E2,8.037626743E-3,-1.239823699E0,-6.118717194E-1,1.382611445E0
1.472281625E2,-2.060982585E-2,-1.253392220E0,-5.973634720E-1,1.388617996E0
1.472360666E2,-1.297616959E-2,-1.227109313E0,-5.755786896E-1,1.355454343E0
1.472439096E2,-1.464486122E-2,-1.217084885E0,-5.465250015E-1,1.334241232E0
1.472519052E2,-4.069656134E-3,-1.216244221E0,-5.054063797E-1,1.317080930E0
