"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.424636972E2,-1.942828298E-2,-7.407140732E-1,-1.144676208E-1,7.497583828E-1
1.424715707E2,1.950919628E-3,-6.780133843E-1,-5.830001831E-2,6.805180729E-1
1.424795053E2,-9.977638721E-3,-6.377586126E-1,-1.111316681E-2,6.379334634E-1
1.424873788E2,-1.706275344E-2,-5.763155222E-1,1.999092102E-2,5.769145133E-1
1.424952524E2,-2.891784906E-2,-5.397056341E-1,6.851577759E-2,5.448053095E-1
1.425032175E2,-2.156832814E-2,-4.487267733E-1,1.105766296E-1,4.626533268E-1
1.425110910E2,1.226001978E-2,-3.970730305E-1,1.749076843E-1,4.340622048E-1
1.425190256E2,-3.005900979E-2,-2.569541931E-1,2.276496887E-1,3.446061262E-1
1.425268991E2,-3.817206621E-2,-1.724256277E-1,2.912225723E-1,3.405852175E-1
1.425347726E2,-1.648947597E-2,-1.321018934E-1,3.320465088E-1,3.577397057E-1
1.425427683E2,-4.583954811E-3,-5.487716198E-2,3.588781357E-1,3.630785477E-1
1.425506418E2,-1.123842597E-2,-7.499337196E-3,3.867444992E-1,3.869804258E-1
1.425585764E2,-3.086346388E-2,2.977609634E-2,4.334335327E-1,4.355499932E-1
1.425664499E2,-2.240219712E-2,7.755911350E-2,4.343252182E-1,4.417642694E-1
1.425742929E2,-3.752157092E-2,8.106088638E-2,4.716482162E-1,4.800320567E-1
1.425822885E2,-4.012346268E-2,8.065569401E-2,4.958972931E-1,5.040132523E-1
1.425901620E2,-4.687491059E-2,9.503388405E-2,5.413742065E-1,5.516472857E-1
1.425980661E2,-4.157841206E-2,7.712066174E-2,5.866518021E-1,5.931582400E-1
1.426059702E2,-5.255362391E-2,8.113968372E-2,6.057033539E-1,6.133694519E-1
1.426139352E2,-2.795663476E-2,1.506234407E-1,6.610965729E-1,6.786145246E-1
1.426218698E2,-2.963089943E-2,2.250174284E-1,6.950769424E-1,7.311927169E-1
1.426297128E2,-2.891242504E-2,2.780971527E-1,7.363462448E-1,7.876418900E-1
1.426376474E2,-1.881247759E-2,3.528225422E-1,7.536916733E-1,8.323994197E-1
1.426455515E2,-8.864820004E-3,4.172463417E-1,7.737617493E-1,8.791361324E-1
1.426534555E2,-2.774345875E-2,4.890339375E-1,7.938013077E-1,9.327617100E-1
1.426613901E2,-1.077967882E-2,5.353238583E-1,8.019561768E-1,9.642725466E-1
1.426692941E2,-1.542377472E-2,6.250603199E-1,8.004646301E-1,1.015717441E0
1.426772897E2,-2.482628822E-2,6.739776134E-1,7.987518311E-1,1.045402628E0
1.426851328E2,8.762776852E-3,7.431199551E-1,8.066511154E-1,1.096809043E0
1.426930368E2,3.852009773E-3,8.020038605E-1,8.092966080E-1,1.139379669E0
1.427009714E2,1.788866520E-2,8.321218491E-1,8.379354477E-1,1.181051477E0
1.427088449E2,1.266568899E-2,8.913905621E-1,8.328027725E-1,1.219958201E0
1.427167490E2,1.212543249E-2,9.572770596E-1,8.510475159E-1,1.280940385E0
1.427246530E2,2.342224121E-2,9.992783070E-1,8.401269913E-1,1.305725506E0
1.427325571E2,3.444409370E-2,1.038403988E0,8.477249146E-1,1.340935035E0
1.427405222E2,1.192504168E-2,1.065349579E0,8.643188477E-1,1.371918001E0
1.427484262E2,2.495020628E-2,1.117812872E0,8.369960785E-1,1.396671244E0
1.427563913E2,4.009765387E-2,1.162316322E0,8.543205261E-1,1.443069858E0
1.427642954E2,4.325735569E-2,1.189554691E0,8.517131805E-1,1.463668987E0
1.427722910E2,3.188508749E-2,1.217532158E0,8.431386948E-1,1.481311606E0
1.427802255E2,3.232938051E-2,1.238595486E0,8.267755508E-1,1.489537437E0
1.427880991E2,4.430294037E-2,1.262594223E0,8.234586716E-1,1.508042143E0
1.427960336E2,5.117583275E-2,1.282929420E0,7.998361588E-1,1.512701142E0
1.428039072E2,5.209076405E-2,1.326503754E0,7.886457443E-1,1.544113910E0
1.428118112E2,5.995982885E-2,1.375712872E0,7.763195038E-1,1.580776094E0
1.428197153E2,6.044489145E-2,1.396246910E0,7.705278397E-1,1.595892280E0
1.428275888E2,7.283812761E-2,1.444766283E0,7.685899734E-1,1.638104256E0
1.428355234E2,7.763481140E-2,1.463215828E0,7.654581070E-1,1.653164794E0
1.428434274E2,4.618287086E-2,1.495763779E0,7.686538696E-1,1.682340902E0
1.428513925E2,8.143609762E-2,1.508668184E0,7.661066055E-1,1.693998483E0
1.428593271E2,8.525103331E-2,1.546559811E0,7.574977875E-1,1.724215150E0
1.428672617E2,8.888840675E-2,1.557281971E0,7.453899384E-1,1.728766741E0
1.428751962E2,8.273118734E-2,1.567722082E0,7.562913895E-1,1.742576725E0
1.428830392E2,8.802455664E-2,1.579130888E0,7.490692139E-1,1.750002106E0
1.428909433E2,9.321695566E-2,1.570697784E0,7.551279068E-1,1.745279086E0
1.428989084E2,7.644462585E-2,1.593066812E0,7.602043152E-1,1.766809624E0
1.429068124E2,8.108830452E-2,1.592527032E0,7.663459778E-1,1.769181680E0
1.429147470E2,8.541023731E-2,1.572115183E0,7.641935349E-1,1.750095088E0
1.429226511E2,5.832600594E-2,1.570553780E0,7.443227768E-1,1.738981740E0
1.429306162E2,8.359259367E-2,1.560243607E0,7.063026428E-1,1.714704423E0
1.429385507E2,6.303066015E-2,1.551957250E0,7.008409500E-1,1.704031163E0
1.429464548E2,7.580965757E-2,1.525863171E0,7.013959885E-1,1.681059741E0
1.429544504E2,7.157766819E-2,1.499389410E0,6.962423325E-1,1.654704007E0
1.429623239E2,7.653468847E-2,1.462926388E0,6.973533630E-1,1.622440411E0
1.429702280E2,5.976563692E-2,1.442171812E0,7.021598816E-1,1.605135498E0
1.429781931E2,8.096444607E-2,1.416104317E0,6.893119812E-1,1.577040800E0
1.429860971E2,6.590652466E-2,1.373411655E0,7.117319107E-1,1.548278256E0
1.429940317E2,3.155744076E-2,1.317878723E0,7.260351181E-1,1.504967506E0
1.430019052E2,3.303134441E-2,1.288693905E0,7.253694534E-1,1.479183523E0
1.430097787E2,5.105203390E-2,1.230896235E0,7.433090210E-1,1.438825963E0
1.430177438E2,3.999906778E-2,1.196323633E0,7.676496506E-1,1.421997239E0
1.430256784E2,3.120559454E-2,1.145156145E0,7.508354187E-1,1.369711726E0
1.430336130E2,1.981925964E-2,1.087263107E0,7.552347183E-1,1.323976339E0
1.430414865E2,1.536560059E-2,1.023886919E0,7.470197678E-1,1.267524776E0
1.430493600E2,1.568561792E-2,9.684317112E-1,7.170925140E-1,1.205125592E0
1.430573557E2,6.127297878E-3,9.223599434E-1,6.891460419E-1,1.151393797E0
1.430651987E2,2.512979507E-2,8.691401482E-1,6.944227219E-1,1.112770875E0
1.430731638E2,2.247434855E-2,7.976107597E-1,6.900920868E-1,1.054947918E0
1.430810678E2,-1.779735088E-3,7.241604328E-1,6.808767319E-1,9.939842171E-1
1.430890329E2,-9.440422058E-3,6.532032490E-1,6.834754944E-1,9.454640963E-1
1.430969675E2,-1.473510265E-2,5.872399807E-1,6.812095642E-1,8.995078591E-1
1.431048715E2,-1.543033123E-2,5.078132153E-1,6.766757965E-1,8.461693036E-1
1.431128061E2,-1.877081394E-2,4.413831234E-1,6.818971634E-1,8.124993209E-1
1.431206796E2,-3.169620037E-2,3.730564117E-1,6.824388504E-1,7.783948355E-1
1.431285226E2,-5.416369438E-2,2.893409729E-1,6.713466644E-1,7.330472346E-1
1.431364877E2,-3.550803661E-2,1.312558651E-1,6.694650650E-1,6.831342445E-1
1.431443308E2,-4.910421371E-2,3.154492378E-2,6.654024124E-1,6.679570918E-1
1.431522653E2,-6.582510471E-2,-3.786826134E-2,6.603116989E-1,6.646641929E-1
1.431601694E2,-4.045537114E-2,-9.279870987E-2,6.706333160E-1,6.782309947E-1
1.431680429E2,-5.942830443E-2,-1.973285675E-1,6.438312531E-1,6.760095926E-1
1.431759775E2,-7.174813747E-2,-2.516871691E-1,6.143779755E-1,6.677982652E-1
1.431838510E2,-6.799420714E-2,-3.040530682E-1,5.971069336E-1,6.735043954E-1
1.431917856E2,-4.410913587E-2,-3.200032711E-1,5.631628036E-1,6.492303542E-1
1.431996896E2,-6.957545877E-2,-3.435757160E-1,5.358381271E-1,6.403182924E-1
1.432075632E2,-5.635628104E-2,-3.644187450E-1,5.147876740E-1,6.332325019E-1
1.432154977E2,-3.644239902E-2,-3.604530096E-1,4.993219376E-1,6.169090840E-1
1.432233713E2,-5.022203922E-2,-3.761138916E-1,4.937019348E-1,6.226760900E-1
1.432313364E2,-4.145804048E-2,-4.337534904E-1,4.760274887E-1,6.453394685E-1
1.432392099E2,-2.546310425E-2,-5.117213726E-1,4.375438690E-1,6.737594305E-1
1.432471750E2,-4.531022906E-2,-5.774142742E-1,4.119195938E-1,7.107306189E-1
1.432551096E2,-4.590174556E-2,-6.231426001E-1,3.797264099E-1,7.311674341E-1
1.432630136E2,-4.642018676E-2,-6.968386173E-1,3.794984818E-1,7.948320514E-1
1.432709787E2,-4.188457131E-2,-7.513017058E-1,3.751983643E-1,8.408224444E-1
1.432788522E2,-4.439720511E-2,-8.114944696E-1,3.403396606E-1,8.810933382E-1
1.432867258E2,-4.198434949E-2,-8.342149258E-1,3.181991577E-1,8.938276858E-1
1.432946603E2,-5.381864309E-2,-9.117592573E-1,2.679014206E-1,9.518259089E-1
1.433025644E2,-4.398524761E-2,-9.430754781E-1,2.229528427E-1,9.700690849E-1
1.433104990E2,-4.115128517E-2,-9.925477505E-1,1.665630341E-1,1.007267447E0
1.433183725E2,-2.840462327E-2,-1.007560968E0,1.226263046E-1,1.015393095E0
1.433263376E2,-5.136236548E-2,-1.034470439E0,5.047702789E-2,1.036974017E0
1.433343027E2,-4.550108314E-2,-1.058323383E0,2.619743347E-3,1.059304298E0
1.433422067E2,-2.981442213E-2,-1.082245111E0,-4.004096985E-2,1.083395893E0
1.433501108E2,-2.838250995E-2,-1.113447309E0,-6.798458099E-2,1.115881884E0
1.433580148E2,-2.434942126E-2,-1.113792419E0,-9.562206268E-2,1.118154742E0
1.433658884E2,-4.402372241E-2,-1.122053623E0,-1.469507217E-1,1.132491473E0
1.433738229E2,-2.029758692E-2,-1.138006449E0,-1.525497437E-1,1.148364965E0
1.433816965E2,-2.032795548E-2,-1.144495249E0,-1.914367676E-1,1.160573408E0
1.433896616E2,-2.746167779E-2,-1.134419203E0,-2.038812637E-1,1.152921784E0
1.433975351E2,-2.492335439E-2,-1.131632686E0,-2.258939743E-1,1.154227792E0
1.434055002E2,-3.420400620E-2,-1.114507914E0,-2.741346359E-1,1.148236736E0
1.434134348E2,-2.892813087E-2,-1.121258497E0,-2.768697739E-1,1.155298371E0
1.434213083E2,-2.509155869E-2,-1.143515468E0,-3.598413467E-1,1.199059217E0
1.434292429E2,-2.107146382E-2,-1.181411266E0,-3.755035400E-1,1.239830430E0
1.434371469E2,-1.687026024E-2,-1.174157858E0,-4.149131775E-1,1.245425319E0
1.434450204E2,-1.005360484E-2,-1.233571053E0,-4.277954102E-1,1.305682783E0
1.434529855E2,-4.574656487E-4,-1.246510506E0,-4.764060974E-1,1.334447983E0
1.434608286E2,-7.448136806E-3,-1.254360795E0,-5.129108429E-1,1.355195193E0
1.434688242E2,-7.032513618E-3,-1.259649992E0,-5.540876389E-1,1.376147038E0
1.434767282E2,7.948875427E-4,-1.297781706E0,-5.760097504E-1,1.419868029E0
1.434846933E2,-1.057177782E-3,-1.285208106E0,-6.098289490E-1,1.422551349E0
1.434926279E2,-1.209393144E-2,-1.286147833E0,-6.100492477E-1,1.423545783E0
1.435005014E2,-1.082551479E-2,-1.320110559E0,-6.269683838E-1,1.461471325E0
1.435084360E2,-6.794482470E-3,-1.310285449E0,-6.055240631E-1,1.443451944E0
1.435163095E2,-1.935002208E-2,-1.315957785E0,-6.031847000E-1,1.447739996E0
1.435241525E2,-1.486441493E-2,-1.330485702E0,-5.720729828E-1,1.448337202E0
1.435321481E2,-5.792677402E-4,-1.317974329E0,-5.528926849E-1,1.429247001E0
1.435400217E2,-2.901464701E-2,-1.299495935E0,-5.743589401E-1,1.421062887E0
1.435479868E2,-1.637777686E-2,-1.316284776E0,-5.550699234E-1,1.428627475E0
1.435558603E2,6.008505821E-3,-1.289658427E0,-5.812206268E-1,1.414592654E0
1.435638254E2,-1.194185019E-2,-1.275686145E0,-5.833387375E-1,1.402783601E0
1.435717905E2,-2.031171322E-2,-1.268274188E0,-5.422830582E-1,1.379493710E0
1.435796640E2,-1.151156425E-2,-1.241277456E0,-5.561857224E-1,1.360237037E0
1.435875986E2,-1.212394238E-2,-1.220285177E0,-5.484056473E-1,1.337905698E0
1.435954721E2,-2.676239610E-2,-1.179479122E0,-5.476531982E-1,1.300696448E0
1.436033762E2,-2.911195159E-2,-1.174138784E0,-5.084161758E-1,1.279818893E0
1.436113107E2,-9.782433510E-3,-1.150897264E0,-4.929018021E-1,1.252043288E0
1.436192148E2,1.759231091E-4,-1.115299463E0,-4.771547318E-1,1.213082669E0
1.436271799E2,-1.377382874E-2,-1.072291136E0,-4.467878342E-1,1.161730333E0
1.436350839E2,-2.475628257E-2,-1.046944737E0,-4.088745117E-1,1.124226189E0
1.436429880E2,-4.041573405E-2,-1.005041957E0,-3.371286392E-1,1.060848003E0
1.436509225E2,-2.961024642E-2,-9.916367531E-1,-2.913465500E-1,1.033974385E0
1.436587961E2,-2.333024144E-2,-9.390000701E-1,-2.355298996E-1,9.683696430E-1
1.436667307E2,-1.454147696E-2,-8.981645107E-1,-1.840438843E-1,9.169422524E-1
1.436746347E2,-1.516455412E-2,-8.525796533E-1,-1.560115814E-1,8.668688727E-1
1.436825388E2,-2.509054542E-2,-8.117619753E-1,-1.106786728E-1,8.196565187E-1
1.436904733E2,-2.290436625E-2,-7.562894225E-1,-7.671546936E-2,7.605153278E-1
1.436983469E2,-1.335513592E-2,-6.937890649E-1,-4.213428497E-2,6.951956014E-1
1.437062814E2,-1.089727879E-2,-6.371446848E-1,-2.613639832E-2,6.377736365E-1
1.437141245E2,-8.438795805E-3,-5.686573982E-1,-4.657745361E-3,5.687390829E-1
1.437220895E2,-1.319620013E-2,-5.035606623E-1,2.225303650E-2,5.042248287E-1
1.437300546E2,-1.286631823E-2,-4.577664137E-1,7.629108429E-2,4.642585069E-1
1.437379282E2,-5.257904530E-3,-3.824592829E-1,1.357669830E-1,4.058761169E-1
1.437458627E2,-1.605466008E-2,-2.631239891E-1,1.885671616E-1,3.241134989E-1
1.437537668E2,-3.613352776E-2,-1.802879572E-1,2.378435135E-1,3.006308638E-1
1.437616403E2,-3.119868040E-2,-1.254701614E-1,3.145723343E-1,3.401056785E-1
1.437696054E2,-2.394759655E-2,-5.546617508E-2,3.485622406E-1,3.537592678E-1
1.437774789E2,-3.695318103E-2,-1.092791557E-3,3.883848190E-1,3.901403586E-1
1.437854135E2,-5.268687010E-2,2.226948738E-2,4.256334305E-1,4.294597228E-1
1.437933176E2,-1.203286648E-2,5.705738068E-2,4.842786789E-1,4.877767659E-1
1.438012827E2,-3.380987048E-2,6.618511677E-2,5.313558578E-1,5.365283074E-1
1.438091867E2,-3.609362245E-2,9.119582176E-2,5.534992218E-1,5.621217093E-1
1.438170602E2,-4.756307602E-2,8.868098259E-2,5.726203918E-1,5.813954558E-1
1.438250253E2,-4.430839419E-2,1.024669409E-1,5.648994446E-1,5.758247045E-1
1.438329294E2,-4.564103484E-2,9.531831741E-2,5.573158264E-1,5.672474029E-1
1.438408334E2,-5.664971471E-2,1.596373320E-1,5.791101456E-1,6.033753630E-1
1.438487680E2,-3.198191524E-2,2.328277826E-1,5.984554291E-1,6.429467473E-1
1.438566415E2,-3.125411272E-2,2.949676514E-1,6.371889114E-1,7.028459602E-1
1.438645761E2,-3.779035807E-2,3.421893120E-1,6.446723938E-1,7.308379654E-1
1.438724802E2,-1.803094149E-2,4.387392998E-1,6.476364136E-1,7.824641923E-1
1.438804147E2,-3.875792027E-3,4.737870693E-1,6.778545380E-1,8.270284055E-1
1.438883798E2,-1.614564657E-2,5.237104893E-1,7.222328186E-1,8.922743988E-1
1.438962839E2,-1.128613949E-2,5.719723701E-1,7.441997528E-1,9.386762175E-1
1.439042490E2,-6.615281105E-3,6.318786144E-1,7.730636597E-1,9.984697127E-1
1.439121530E2,5.310118198E-3,6.833863258E-1,7.924156189E-1,1.046406986E0
1.439200571E2,-6.768882275E-3,7.368111610E-1,7.874250412E-1,1.078413047E0
1.439279916E2,-4.676818848E-3,7.974157333E-1,8.275947571E-1,1.149263593E0
1.439358957E2,4.489183426E-3,8.584606647E-1,8.100576401E-1,1.180325483E0
1.439438608E2,-3.189444542E-3,8.951194286E-1,8.135461807E-1,1.209589332E0
1.439517343E2,5.816340446E-3,9.345812798E-1,8.430480957E-1,1.258652490E0
1.439596384E2,9.804069996E-3,9.946987629E-1,7.928028107E-1,1.272029106E0
1.439675729E2,2.572321892E-2,1.040026426E0,8.017749786E-1,1.313453375E0
1.439754465E2,2.943128347E-2,1.077330351E0,7.764225006E-1,1.328284151E0
1.439833810E2,2.801501751E-2,1.101042032E0,7.643432617E-1,1.340633813E0
1.439912546E2,3.348189592E-2,1.153475285E0,7.276840210E-1,1.364239826E0
1.439991281E2,2.930980921E-2,1.163380861E0,7.448835373E-1,1.381725580E0
1.440070932E2,3.673470020E-2,1.200783253E0,7.107248306E-1,1.395836539E0
1.440149667E2,4.417032003E-2,1.214129925E0,7.356891632E-1,1.420317231E0
1.440229318E2,4.141509533E-2,1.241952896E0,7.232723236E-1,1.437805641E0
1.440307748E2,4.331892729E-2,1.262448549E0,7.435865402E-1,1.465801423E0
1.440387399E2,5.586028099E-2,1.276211977E0,7.501916885E-1,1.481426661E0
1.440466745E2,4.916799068E-2,1.342236042E0,7.512445450E-1,1.538955311E0
1.440545175E2,5.432283878E-2,1.352454185E0,7.681503296E-1,1.556322018E0
1.440624826E2,4.716902971E-2,1.373294353E0,7.455949783E-1,1.563353501E0
1.440703867E2,6.864410639E-2,1.415539265E0,7.270574570E-1,1.592820131E0
1.440782602E2,6.821608543E-2,1.450013161E0,7.195329666E-1,1.620160267E0
1.440862253E2,8.889132738E-2,1.435166597E0,7.322835922E-1,1.613643111E0
1.440940988E2,7.347214222E-2,1.484570146E0,6.842556000E-1,1.636322828E0
1.441020639E2,7.696819305E-2,1.494852662E0,6.686620712E-1,1.639395483E0
1.441099374E2,8.512085676E-2,1.496729374E0,6.446571350E-1,1.631878427E0
1.441179025E2,7.609719038E-2,1.521778464E0,6.267337799E-1,1.647542323E0
1.441258676E2,7.627421618E-2,1.522352338E0,6.317291260E-1,1.649986692E0
1.441337412E2,7.154417038E-2,1.511969686E0,6.402187347E-1,1.643487428E0
1.441417062E2,7.349497080E-2,1.491305351E0,6.571989059E-1,1.631350227E0
1.441496103E2,8.495831490E-2,1.479965925E0,6.541299820E-1,1.620309566E0
1.441574838E2,7.192027569E-2,1.484062552E0,6.785078049E-1,1.633397388E0
1.441654184E2,6.369382143E-2,1.456684351E0,6.684684753E-1,1.604006329E0
1.441732919E2,6.945556402E-2,1.443324924E0,6.623067856E-1,1.589547479E0
1.441812265E2,6.057018042E-2,1.395350695E0,6.789512634E-1,1.552947883E0
1.441891306E2,3.941100836E-2,1.382918358E0,7.114868164E-1,1.555708810E0
1.441970956E2,7.544696331E-2,1.353911638E0,7.074460983E-1,1.529460346E0
1.442050607E2,6.814199686E-2,1.325735092E0,6.902322769E-1,1.496207694E0
1.442129648E2,4.634356499E-2,1.293077946E0,6.796417236E-1,1.461544105E0
1.442209299E2,4.827630520E-2,1.240239143E0,6.585168839E-1,1.405050967E0
1.442288339E2,5.698400736E-2,1.211160421E0,6.654558182E-1,1.383108163E0
1.442367380E2,5.346000195E-2,1.167969465E0,6.431751251E-1,1.334423053E0
1.442446725E2,6.415259838E-2,1.104904890E0,6.321201324E-1,1.274561193E0
1.442525766E2,5.306541920E-2,1.061203003E0,6.350030899E-1,1.237819323E0
1.442605112E2,4.167693853E-2,1.020066261E0,6.159286499E-1,1.192325562E0
1.442684152E2,4.929590225E-2,9.566767216E-1,6.345491409E-1,1.149048758E0
1.442763193E2,2.082812786E-2,9.035255909E-1,6.386222839E-1,1.106630347E0
1.442842538E2,3.305965662E-2,8.365473747E-1,6.520967484E-1,1.061194902E0
1.442921274E2,3.285914660E-2,7.858972549E-1,6.579647064E-1,1.025490992E0
1.443000925E2,1.104497910E-2,7.050201893E-1,6.949520111E-1,9.900170486E-1
1.443079965E2,-1.318484545E-2,6.365544796E-1,6.839666367E-1,9.344441159E-1
1.443158701E2,-1.356089115E-2,5.636396408E-1,6.968431473E-1,8.963614864E-1
1.443238046E2,-1.413130760E-2,4.940886497E-1,6.882772446E-1,8.473776331E-1
1.443316782E2,-1.952594519E-2,4.252607822E-1,6.917667389E-1,8.122617906E-1
1.443396127E2,-2.738821507E-2,3.786551952E-1,6.953649521E-1,7.922514044E-1
1.443475168E2,-1.618945599E-2,2.849137783E-1,6.584186554E-1,7.176023170E-1
1.443554819E2,-3.773742914E-2,1.405645609E-1,6.013517380E-1,6.187135218E-1
1.443634164E2,-3.311944008E-2,7.144570351E-2,5.948181152E-1,6.000083133E-1
1.443713205E2,-4.537320137E-2,-2.544665337E-2,5.828151703E-1,5.851322776E-1
1.443792551E2,-3.190729022E-2,-1.069790125E-1,5.696096420E-1,5.804461461E-1
1.443871286E2,-5.590537190E-2,-1.882975101E-1,5.502796173E-1,5.842850504E-1
1.443950021E2,-4.483917356E-2,-2.533946037E-1,5.525045395E-1,6.094921188E-1
1.444029672E2,-4.907339811E-2,-2.965762615E-1,5.478210449E-1,6.248788479E-1
1.444108408E2,-5.693915486E-2,-3.051295280E-1,5.477294922E-1,6.295662736E-1
1.444187753E2,-5.452400446E-2,-3.439886570E-1,5.424537659E-1,6.446372246E-1
1.444266489E2,-6.351235509E-2,-3.525857925E-1,5.549125671E-1,6.605138284E-1
1.444345529E2,-4.408168793E-2,-3.563952446E-1,5.704517365E-1,6.740741422E-1
1.444424875E2,-4.393285513E-2,-3.620268106E-1,5.481081009E-1,6.583433737E-1
1.444503610E2,-5.205926299E-2,-4.317744970E-1,5.159502029E-1,6.747918161E-1
1.444582956E2,-3.830006719E-2,-5.107510090E-1,4.991102219E-1,7.151534814E-1
1.444661386E2,-4.614686966E-2,-5.508712530E-1,4.661149979E-1,7.230849620E-1
1.444741342E2,-7.518044114E-2,-6.103031635E-1,4.267396927E-1,7.484843455E-1
1.444820688E2,-6.594941020E-2,-6.801490784E-1,3.856296539E-1,7.846415255E-1
1.444899423E2,-7.080253959E-2,-7.377551198E-1,3.404817581E-1,8.156123123E-1
1.444978769E2,-6.689393520E-2,-7.755676508E-1,2.811527252E-1,8.276634790E-1
1.445057504E2,-5.796986818E-2,-7.981341481E-1,2.438659668E-1,8.365699216E-1
1.445137155E2,-5.751952529E-2,-8.479257822E-1,1.955986023E-1,8.720925645E-1
1.445216806E2,-5.216878653E-2,-9.065637589E-1,1.766500473E-1,9.250863043E-1
1.445295541E2,-3.943556547E-2,-9.285039902E-1,1.678209305E-1,9.443721133E-1
1.445374887E2,-4.339441657E-2,-9.775909185E-1,1.403799057E-1,9.885714933E-1
1.445453622E2,-2.575689554E-2,-1.004393578E0,9.421443939E-2,1.009131427E0
1.445532358E2,-7.018473744E-2,-1.053364873E0,8.441638947E-2,1.059070149E0
1.445612009E2,-4.971447587E-2,-1.063189268E0,4.863643646E-2,1.065461614E0
1.445691049E2,-3.856557608E-2,-1.076075792E0,-8.327484131E-3,1.076798849E0
1.445770395E2,-3.445637226E-2,-1.111161709E0,-2.426815033E-2,1.111960668E0
1.445849130E2,-3.264686465E-2,-1.109515429E0,-7.109737396E-2,1.112270264E0
1.445927866E2,-4.006028175E-2,-1.124241590E0,-1.032466888E-1,1.129683079E0
1.446007516E2,-4.295736551E-3,-1.142025709E0,-1.447467804E-1,1.151170189E0
1.446086557E2,-2.345290780E-2,-1.129244804E0,-1.812477112E-1,1.143938198E0
1.446165903E2,-3.048953414E-2,-1.105870247E0,-2.488107681E-1,1.133924783E0
1.446244638E2,-1.612544060E-2,-1.113972783E0,-2.756805420E-1,1.147691227E0
1.446323068E2,-4.119455814E-3,-1.105946779E0,-3.288040161E-1,1.153796919E0
1.446403024E2,-1.110315323E-2,-1.094717383E0,-3.699092865E-1,1.155578777E0
1.446481760E2,-2.181440592E-2,-1.127033710E0,-3.930711746E-1,1.193811460E0
1.446561105E2,-5.869626999E-3,-1.170101404E0,-4.351015091E-1,1.248392996E0
1.446640146E2,-4.194825888E-3,-1.189323425E0,-4.386215210E-1,1.267634271E0
1.446719797E2,-1.425874233E-2,-1.208387852E0,-4.491367340E-1,1.289235556E0
1.446799142E2,-1.694384217E-2,-1.233910799E0,-4.690532684E-1,1.320164354E0
1.446877573E2,-2.168637514E-2,-1.246966839E0,-4.840326309E-1,1.337790785E0
1.446957224E2,-7.142812014E-3,-1.273896694E0,-4.917087555E-1,1.365518695E0
1.447036264E2,7.624387741E-3,-1.288286805E0,-5.064640045E-1,1.384285668E0
1.447114999E2,8.251011372E-3,-1.299919844E0,-5.426826477E-1,1.408674602E0
1.447194345E2,-1.473537087E-2,-1.301270604E0,-5.716409683E-1,1.421371068E0
1.447273386E2,9.311735630E-4,-1.301397085E0,-5.861625671E-1,1.427312788E0
1.447352731E2,-1.199400425E-2,-1.303610086E0,-6.126117706E-1,1.440429205E0
1.447431772E2,-7.893443108E-3,-1.307817459E0,-6.078929901E-1,1.442214513E0
1.447511118E2,-8.117020130E-3,-1.327312469E0,-6.222696304E-1,1.465961722E0
1.447591074E2,-8.114218712E-3,-1.298504591E0,-5.983028412E-1,1.429736445E0
1.447669809E2,-3.147274256E-3,-1.321943283E0,-6.365461349E-1,1.467220137E0
1.447749155E2,-1.227137446E-2,-1.293647408E0,-6.316366196E-1,1.439666289E0
1.447828195E2,7.509887218E-3,-1.286446571E0,-6.218862534E-1,1.428895969E0
1.447906625E2,-1.069816947E-2,-1.261092544E0,-6.000833511E-1,1.396627682E0
1.447985666E2,-2.154076099E-2,-1.256760955E0,-5.734109879E-1,1.381561531E0
1.448064401E2,-2.013391256E-2,-1.249363184E0,-5.298757553E-1,1.357233236E0
1.448144052E2,-1.595914364E-2,-1.221353531E0,-4.981670380E-1,1.319139697E0
1.448222787E2,-1.145562530E-2,-1.202174902E0,-4.567251205E-1,1.286061259E0
1.448302438E2,-1.152601838E-2,-1.184947968E0,-4.270830154E-1,1.259616782E0
1.448381784E2,-8.917808533E-3,-1.146985531E0,-4.115686417E-1,1.218623848E0
1.448460214E2,-1.826721430E-2,-1.121217012E0,-3.982419968E-1,1.189982339E0
1.448539560E2,-1.290437579E-2,-1.104621530E0,-3.774633408E-1,1.167404737E0
1.448618600E2,-1.687309146E-2,-1.062770247E0,-3.515558243E-1,1.119534188E0
1.448697641E2,-3.842622042E-3,-1.008686304E0,-3.133373260E-1,1.056240080E0
1.448776987E2,-4.920452833E-3,-9.643036127E-1,-2.987022400E-1,1.009519042E0
1.448855722E2,-2.262538671E-2,-9.377430081E-1,-2.692289352E-1,9.758883527E-1
1.448935068E2,-1.635992527E-2,-9.022862315E-1,-2.010469437E-1,9.245582536E-1
1.449013803E2,-1.472470164E-2,-8.425848484E-1,-1.634845734E-1,8.584248653E-1
1.449093454E2,-2.010565996E-2,-8.042251468E-1,-1.062240601E-1,8.114591026E-1
1.449172800E2,-6.108403206E-3,-7.462669611E-1,-7.947063446E-2,7.505113401E-1
1.449251840E2,-1.829758286E-2,-7.014111876E-1,-1.867103577E-2,7.018981858E-1
1.449331186E2,-2.317032218E-2,-6.514391303E-1,1.648807526E-2,6.520595532E-1
